     0.000 	 3	 10750	 1	 -999	 200.0000	 0	 200.0000	 -999	 -999	 -999
    10.000 	 3	 10750	 1	 -999	 210.0000	 0	 210.0000	 -999	 -999	 -999
    20.000 	 3	 10750	 1	 -999	 205.0000	 0	 205.0000	 -999	 -999	 -999
    45.000 	 3	 10750	 1	 -999	 200.0000	 0	 200.0000	 -999	 -999	 -999
    70.000 	 3	 10750	 1	 -999	 205.0000	 0	 205.0000	 -999	 -999	 -999
    95.000 	 3	 10750	 1	 -999	 200.0000	 0	 200.0000	 -999	 -999	 -999
   120.000 	 3	 10750	 1	 -999	 201.0000	 0	 201.0000	 -999	 -999	 -999
   130.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   131.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   132.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   133.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   134.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   135.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   136.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   137.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   138.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   139.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   140.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   141.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   142.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   143.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   144.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   145.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   146.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   147.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   148.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   149.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   150.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   151.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   152.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   153.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   154.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   155.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   156.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   157.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   158.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   159.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   160.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   161.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   162.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   163.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   164.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   165.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   166.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   167.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   168.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   169.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   170.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   171.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   172.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   173.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   174.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   175.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   176.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   177.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   178.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   179.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   180.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   181.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   182.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   183.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   184.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   185.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   186.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   187.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   188.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   189.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   190.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   191.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   192.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   193.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   194.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   195.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   196.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   197.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   198.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   199.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   200.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   201.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   202.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   203.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   204.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   205.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   206.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   207.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   208.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   209.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   210.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   211.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   212.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   213.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   214.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   215.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   216.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   217.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   218.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   219.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   220.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   221.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   222.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   223.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   224.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   225.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   226.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   227.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
